"url","count"
"https://www.graana.com/hostel/for_rent/lalamusa/all/234",0
"https://www.graana.com/hostel/for_rent/kharian/all/235",0
"https://www.graana.com/hostel/for_rent/wazirabad/all/236",0
"https://www.graana.com/hostel/for_rent/khanewal/all/240",0
"https://www.graana.com/hostel/for_rent/dina/all/243",0
"https://www.graana.com/hostel/for_sale/islamabad/all/1",0
"https://www.graana.com/hostel/for_sale/lahore/all/2",1
"https://www.graana.com/hostel/for_sale/rawalpindi/all/3",0
"https://www.graana.com/hostel/for_sale/taxila/all/166",2
"https://www.graana.com/hostel/for_sale/multan/all/168",0
"https://www.graana.com/hostel/for_sale/karachi/all/169",0
"https://www.graana.com/hostel/for_sale/faisalabad/all/170",0
"https://www.graana.com/hostel/for_sale/wah/all/173",0
"https://www.graana.com/hostel/for_sale/gujranwala/all/174",0
"https://www.graana.com/hostel/for_sale/peshawar/all/176",0
"https://www.graana.com/hostel/for_sale/gwadar/all/179",0
"https://www.graana.com/hostel/for_sale/hyderabad/all/183",1
"https://www.graana.com/hostel/for_sale/quetta/all/187",0
"https://www.graana.com/hostel/for_sale/sialkot/all/190",0
"https://www.graana.com/hostel/for_sale/jhelum/all/193",0
"https://www.graana.com/hostel/for_sale/sukkur/all/207",0
"https://www.graana.com/hostel/for_sale/gujrat/all/233",0
"https://www.graana.com/hostel/for_sale/lalamusa/all/234",0
"https://www.graana.com/hostel/for_sale/kharian/all/235",0
"https://www.graana.com/hostel/for_sale/wazirabad/all/236",0
"https://www.graana.com/hostel/for_sale/khanewal/all/240",0
"https://www.graana.com/hostel/for_sale/dina/all/243",0
"https://www.graana.com/upper-portion/for_rent/islamabad/all/1",542
"https://www.graana.com/upper-portion/for_rent/lahore/all/2",2498
"https://www.graana.com/upper-portion/for_rent/rawalpindi/all/3",77
"https://www.graana.com/upper-portion/for_rent/taxila/all/166",0
"https://www.graana.com/upper-portion/for_rent/multan/all/168",49
"https://www.graana.com/upper-portion/for_rent/karachi/all/169",1031
"https://www.graana.com/upper-portion/for_rent/faisalabad/all/170",82
"https://www.graana.com/upper-portion/for_rent/wah/all/173",0
"https://www.graana.com/upper-portion/for_rent/gujranwala/all/174",73
"https://www.graana.com/upper-portion/for_rent/peshawar/all/176",15
"https://www.graana.com/upper-portion/for_rent/gwadar/all/179",0
"https://www.graana.com/upper-portion/for_rent/hyderabad/all/183",53
"https://www.graana.com/upper-portion/for_rent/quetta/all/187",5
"https://www.graana.com/upper-portion/for_rent/sialkot/all/190",16
"https://www.graana.com/upper-portion/for_rent/jhelum/all/193",7
"https://www.graana.com/upper-portion/for_rent/sukkur/all/207",28
"https://www.graana.com/upper-portion/for_rent/gujrat/all/233",41
"https://www.graana.com/upper-portion/for_rent/lalamusa/all/234",0
"https://www.graana.com/upper-portion/for_rent/kharian/all/235",1
"https://www.graana.com/upper-portion/for_rent/wazirabad/all/236",0
"https://www.graana.com/upper-portion/for_rent/khanewal/all/240",0
"https://www.graana.com/upper-portion/for_rent/dina/all/243",0
"https://www.graana.com/upper-portion/for_sale/islamabad/all/1",0
"https://www.graana.com/upper-portion/for_sale/lahore/all/2",0
"https://www.graana.com/upper-portion/for_sale/rawalpindi/all/3",0
"https://www.graana.com/upper-portion/for_sale/taxila/all/166",0
"https://www.graana.com/upper-portion/for_sale/multan/all/168",0
"https://www.graana.com/upper-portion/for_sale/karachi/all/169",2040
"https://www.graana.com/upper-portion/for_sale/faisalabad/all/170",0
"https://www.graana.com/upper-portion/for_sale/wah/all/173",0
"https://www.graana.com/upper-portion/for_sale/gujranwala/all/174",0
"https://www.graana.com/upper-portion/for_sale/peshawar/all/176",1
"https://www.graana.com/upper-portion/for_sale/gwadar/all/179",0
"https://www.graana.com/upper-portion/for_sale/hyderabad/all/183",13
"https://www.graana.com/upper-portion/for_sale/quetta/all/187",2
"https://www.graana.com/upper-portion/for_sale/sialkot/all/190",0
"https://www.graana.com/upper-portion/for_sale/jhelum/all/193",0
"https://www.graana.com/upper-portion/for_sale/sukkur/all/207",3
"https://www.graana.com/upper-portion/for_sale/gujrat/all/233",0
"https://www.graana.com/upper-portion/for_sale/lalamusa/all/234",0
"https://www.graana.com/upper-portion/for_sale/kharian/all/235",0
"https://www.graana.com/upper-portion/for_sale/wazirabad/all/236",0
"https://www.graana.com/upper-portion/for_sale/khanewal/all/240",0
"https://www.graana.com/upper-portion/for_sale/dina/all/243",0
"https://www.graana.com/lower-portion/for_sale/islamabad/all/1",0
"https://www.graana.com/lower-portion/for_sale/lahore/all/2",0
"https://www.graana.com/lower-portion/for_sale/rawalpindi/all/3",0
"https://www.graana.com/lower-portion/for_sale/taxila/all/166",0
"https://www.graana.com/lower-portion/for_sale/multan/all/168",0
"https://www.graana.com/lower-portion/for_sale/karachi/all/169",512
"https://www.graana.com/lower-portion/for_sale/faisalabad/all/170",0
"https://www.graana.com/lower-portion/for_sale/wah/all/173",0
"https://www.graana.com/lower-portion/for_sale/gujranwala/all/174",0
"https://www.graana.com/lower-portion/for_sale/peshawar/all/176",0
"https://www.graana.com/lower-portion/for_sale/gwadar/all/179",0
"https://www.graana.com/lower-portion/for_sale/hyderabad/all/183",6
"https://www.graana.com/lower-portion/for_sale/quetta/all/187",0
"https://www.graana.com/lower-portion/for_sale/sialkot/all/190",0
"https://www.graana.com/lower-portion/for_sale/jhelum/all/193",0
"https://www.graana.com/lower-portion/for_sale/sukkur/all/207",1
"https://www.graana.com/lower-portion/for_sale/gujrat/all/233",0
"https://www.graana.com/lower-portion/for_sale/lalamusa/all/234",0
"https://www.graana.com/lower-portion/for_sale/kharian/all/235",0
